loss,val_loss
0.7070685029029846,0.6929530501365662
0.6595320701599121,0.6456047892570496
0.6141676902770996,0.5998110175132751
0.5649948716163635,0.5470834970474243
0.51121985912323,0.49207696318626404
0.4596332907676697,0.43695640563964844
0.41548606753349304,0.390869140625
0.36844950914382935,0.34666943550109863
0.33195334672927856,0.31088143587112427
0.30104705691337585,0.27948829531669617
0.2757580578327179,0.25713974237442017
0.2522019147872925,0.23422156274318695
0.232335165143013,0.2175065279006958
0.21664035320281982,0.20022660493850708
0.20273220539093018,0.18760477006435394
0.1906430721282959,0.17740435898303986
0.18102090060710907,0.17074018716812134
0.17038556933403015,0.16056875884532928
0.1632409244775772,0.15542154014110565
0.1548871546983719,0.14709679782390594
0.1494797170162201,0.1418388932943344
0.1417076736688614,0.13825957477092743
0.13658685982227325,0.13501280546188354
0.13006503880023956,0.13126377761363983
0.12516890466213226,0.1267789602279663
0.11997068673372269,0.12358876317739487
0.11512187868356705,0.12271928787231445
0.11049194633960724,0.12086216360330582
0.1063208058476448,0.11972837895154953
0.10347892343997955,0.11581441015005112
0.10009347647428513,0.11519885808229446
0.0973113402724266,0.11330867558717728
0.09746743738651276,0.11066166311502457
0.091037318110466,0.10837424546480179
0.08897685259580612,0.10906744003295898
0.08670869469642639,0.10610931366682053
0.08412802964448929,0.112517349421978
0.0831904411315918,0.1044442281126976
0.08207326382398605,0.10813998430967331
0.07906220853328705,0.10739448666572571
0.0769767239689827,0.10753459483385086
0.07460775971412659,0.10423735529184341
0.07333007454872131,0.10677687078714371
0.07213746011257172,0.10426651686429977
0.07122886180877686,0.10623111575841904
0.07044914364814758,0.099576435983181
0.06986639648675919,0.10180965065956116
0.0680851936340332,0.10525263100862503
0.0669688880443573,0.10273391753435135
0.06807726621627808,0.10524393618106842
0.0687270313501358,0.10084345936775208
0.06697804480791092,0.1087891086935997
0.0789715126156807,0.10090767592191696
0.06887410581111908,0.10882780700922012
0.06908237934112549,0.09823707491159439
0.06528518348932266,0.11212877184152603
0.06139746308326721,0.10237718373537064
0.060300908982753754,0.1074155941605568
0.06237777695059776,0.10463199019432068
0.05971601977944374,0.10557012259960175
0.05957918241620064,0.10960309952497482
0.058406099677085876,0.0987759381532669
0.06154448539018631,0.10934054106473923
0.057798873633146286,0.10762760788202286
0.05708860605955124,0.10347761958837509
0.05630255863070488,0.11241740733385086
0.05591268837451935,0.10441898554563522
0.05577370896935463,0.10453148186206818
0.05529974028468132,0.10714277625083923
0.05606236308813095,0.10058357566595078
0.0542951375246048,0.1154530942440033
0.055415861308574677,0.10268616676330566
0.05700807273387909,0.10619664192199707
0.05826065316796303,0.1055464968085289
0.06606065481901169,0.10839217901229858
0.05363751947879791,0.10789187252521515
0.05319617688655853,0.10544338077306747
0.05605597048997879,0.10451972484588623
0.05248203128576279,0.10679629445075989
0.052063409239053726,0.10989166796207428
